sample_index,intensity_counts,fitted_counts,residual_counts
707,0,-0.1783165604,0.1783165604
708,0,-0.1783165604,0.1783165604
709,0,-0.1783165602,0.1783165602
710,0,-0.17831656,0.17831656
711,0,-0.1783165597,0.1783165597
712,0,-0.1783165593,0.1783165593
713,0,-0.1783165586,0.1783165586
714,0,-0.1783165576,0.1783165576
715,0,-0.1783165562,0.1783165562
716,0,-0.178316554,0.178316554
717,0,-0.1783165508,0.1783165508
718,0,-0.1783165462,0.1783165462
719,0,-0.1783165394,0.1783165394
720,0,-0.1783165295,0.1783165295
721,0,-0.1783165151,0.1783165151
722,0,-0.1783164944,0.1783164944
723,0,-0.1783164644,0.1783164644
724,0,-0.1783164213,0.1783164213
725,0,-0.1783163595,0.1783163595
726,0,-0.1783162712,0.1783162712
